Country Name,Country Code,Series Name,Series Code,Scale (Precision),1990 [YR1990],2000 [YR2000],2010 [YR2010],2016 [YR2016]
Latin America & Caribbean,LCN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),20,20,21,19
Latin America & Caribbean,LCN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),18.5,17.5,,
Latin America & Caribbean,LCN,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),-2.7,-1.6,,
Latin America & Caribbean,LCN,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,57,31
Latin America & Caribbean,LCN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),58.0,44.5,65.0,79.1
Latin America & Caribbean,LCN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),11.1,12.7,,
Latin America & Caribbean,LCN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),2.0,1.3,1.4,1.3
Latin America & Caribbean,LCN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,12.1,96.4,110.7
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,3.9,34.7,54.6
Latin America & Caribbean,LCN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,16,11,..
Latin America & Caribbean,LCN,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,..,..
Latin America & Caribbean,LCN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),24,34,34,37
Latin America & Caribbean,LCN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,..,..,..
Latin America & Caribbean,LCN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
Latin America & Caribbean,LCN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Latin America & Caribbean,LCN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),5735,19850,56888,61341
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),8388,95442,237474,147385
Latin America & Caribbean,LCN,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),5151.6,4929.9,11014.5,..
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,Millions (0.00),255.99,317.13,388.38,436.72
Middle East & North Africa,MEA,Population growth (annual %),SP.POP.GROW,Unit (0.0),3.5,2.0,2.2,1.8
Middle East & North Africa,MEA,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),11373.3,11373.3,11370.8,11370.6
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),22.8,28.2,34.6,38.9
Middle East & North Africa,MEA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
Middle East & North Africa,MEA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),6.0,3.8,2.1,
Middle East & North Africa,MEA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),..,910.96,2670.64,3406.26
Middle East & North Africa,MEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),..,2873,6876,7800
Middle East & North Africa,MEA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),1954.05,3354.64,6308.03,..
Middle East & North Africa,MEA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),7633,10578,16242,..
Middle East & North Africa,MEA,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),66,70,72,..
Middle East & North Africa,MEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),4.9,3.2,2.9,2.8
Middle East & North Africa,MEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),69,43,39,..
Middle East & North Africa,MEA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),43,58,..,..
Middle East & North Africa,MEA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,79,..,..
Middle East & North Africa,MEA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),66,43,28,..
Middle East & North Africa,MEA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),11.9,8.8,6.4,5.3
Middle East & North Africa,MEA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),83,91,91,..
Middle East & North Africa,MEA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),76,82,93,..
Middle East & North Africa,MEA,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),93.4,96.3,105.9,105.3
Middle East & North Africa,MEA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),57,68,76,..
Middle East & North Africa,MEA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
Middle East & North Africa,MEA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),0.1,0.1,0.1,0.1
Middle East & North Africa,MEA,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),199.3,205.0,231.3,..
Middle East & North Africa,MEA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),3.5,8.1,,10.0
Middle East & North Africa,MEA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,,138.4
Middle East & North Africa,MEA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),87,89,91,..
Middle East & North Africa,MEA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),73,80,88,..
Middle East & North Africa,MEA,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),4.4,2.6,2.8,2.3
Middle East & North Africa,MEA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),1187,1512,2105,..
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),3.71,4.65,5.94,..
Middle East & North Africa,MEA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),1177,1741,2642,..
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),544.63,967.12,2747.99,3111.50
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),13.1,5.8,5.2,3.3
Middle East & North Africa,MEA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),15.5,10.7,10.6,0.6
Middle East & North Africa,MEA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,..,6,..
Middle East & North Africa,MEA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,..,50,..
Middle East & North Africa,MEA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,..,45,..
Middle East & North Africa,MEA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),29,39,45,41
Middle East & North Africa,MEA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),34,28,37,44
Middle East & North Africa,MEA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),24,23,28,28
Middle East & North Africa,MEA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),,,,
Middle East & North Africa,MEA,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),,,,
Middle East & North Africa,MEA,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,20,20
Middle East & North Africa,MEA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),56.2,52.9,48.0,85.6
Middle East & North Africa,MEA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),,,,
Middle East & North Africa,MEA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),12.6,5.8,4.8,6.3
Middle East & North Africa,MEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),0.0,4.6,92.9,112.5
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.0,1.7,24.9,44.3
Middle East & North Africa,MEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),..,6,4,..
Middle East & North Africa,MEA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,..,..
Middle East & North Africa,MEA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),42,55,67,60
Middle East & North Africa,MEA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,..,..,..
Middle East & North Africa,MEA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
Middle East & North Africa,MEA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
Middle East & North Africa,MEA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),10484,11572,38220,8935
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),2632,12186,86093,25594
Middle East & North Africa,MEA,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),13334.2,4838.5,12273.7,..
North America,NAC,"Population, total",SP.POP.TOTL,Millions (0.00),277.47,312.99,343.42,359.48
North America,NAC,Population growth (annual %),SP.POP.GROW,Unit (0.0),1.2,1.1,0.9,0.7
North America,NAC,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),19613.8,19616.8,19816.2,19816.2
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),15.2,17.1,18.8,19.7
North America,NAC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
North America,NAC,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),,,,
North America,NAC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),6601.96,10879.40,16659.07,19745.02
North America,NAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),23793,34759,48510,54927
North America,NAC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),6463.68,11299.11,16459.79,20329.86
North America,NAC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),23295,36100,47929,56554
North America,NAC,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),75,77,79,..
North America,NAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),2.1,2.0,1.9,1.8
North America,NAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),54,44,32,..
North America,NAC,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),71,73,..,..
North America,NAC,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),99,99,..,..
North America,NAC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),11,8,7,..
North America,NAC,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),1.1,0.9,0.7,0.6
North America,NAC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),90,91,92,..
North America,NAC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),..,..,..,..
North America,NAC,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),105.0,102.3,100.4,99.6
North America,NAC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),92,94,95,..
North America,NAC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
North America,NAC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
North America,NAC,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),6507.2,6513.4,6560.2,..
North America,NAC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),7.0,8.2,,10.5
North America,NAC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,,9.3
North America,NAC,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),99,99,99,..
North America,NAC,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),100,100,100,..
North America,NAC,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),1.4,1.5,1.1,1.0
North America,NAC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),7665,8075,7223,..
North America,NAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),18.95,19.93,17.19,..
North America,NAC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),12154,13997,13580,..
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),6575.11,11030.55,16583.58,20104.90
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),1.7,4.2,2.6,1.6
North America,NAC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),3.7,2.3,1.2,1.0
North America,NAC,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),..,1,1,..
North America,NAC,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),..,23,21,..
North America,NAC,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),..,76,78,..
North America,NAC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),11,14,14,..
North America,NAC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),12,17,17,..
North America,NAC,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),21,23,19,..
North America,NAC,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),18.3,20.5,16.5,18.9
North America,NAC,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),-3.7,2.2,-9.4,-3.4
North America,NAC,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,5,4
North America,NAC,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),141.2,185.6,231.4,242.6
North America,NAC,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Unit (0.0),10.8,13.1,8.9,11.3
North America,NAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Unit (0.0),4.8,2.8,4.3,3.1
North America,NAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Unit (0.0),2.1,37.5,89.8,114.1
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,Unit (0.0),0.7,43.9,72.5,75.8
North America,NAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Unit (0),29,30,19,13
North America,NAC,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,Unit (0),..,..,..,..
North America,NAC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Unit (0),18,23,24,..
North America,NAC,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Unit (0),..,..,..,..
North America,NAC,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Millions (0),..,..,..,..
North America,NAC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,Unit (0.0),,,,
North America,NAC,Net migration,SM.POP.NETM,Thousands (0),..,..,..,..
North America,NAC,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,Millions (0),1170,4950,8391,8544
North America,NAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Millions (0),56071,418442,289280,456858
North America,NAC,Net official development assistance received (current US$),DT.ODA.ODAT.CD,Millions (0.0),42.2,..,..,..
South Asia,SAS,"Population, total",SP.POP.TOTL,Millions (0.00),1132.83,1386.50,1630.73,1766.38
South Asia,SAS,Population growth (annual %),SP.POP.GROW,Unit (0.0),2.2,1.9,1.4,1.3
South Asia,SAS,Surface area (sq. km),AG.SRF.TOTL.K2,Thousands (0.0),5144.8,5137.8,5136.2,5135.3
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,Unit (0.0),237.0,290.5,341.8,370.2
South Asia,SAS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Unit (0.0),,,,
South Asia,SAS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,Unit (0.0),44.6,38.5,24.6,15.1
South Asia,SAS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Billions (0.00),423.50,610.80,1891.59,2854.39
South Asia,SAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Unit (0),374,441,1160,1616
South Asia,SAS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Billions (0.00),1350.37,2745.97,6664.85,10693.45
South Asia,SAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Unit (0),1192,1980,4087,6054
South Asia,SAS,Income share held by lowest 20%,SI.DST.FRST.20,Unit (0.0),,,,
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Unit (0),58,63,67,..
South Asia,SAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Unit (0.0),4.3,3.5,2.8,2.5
South Asia,SAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Unit (0),103,72,44,..
South Asia,SAS,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,Unit (0),41,45,..,..
South Asia,SAS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,Unit (0),..,36,..,..
South Asia,SAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Unit (0),129,94,64,..
South Asia,SAS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Unit (0.0),51.9,43.0,34.5,29.8
South Asia,SAS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Unit (0),56,58,80,..
South Asia,SAS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Unit (0),64,70,88,..
South Asia,SAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,Unit (0.0),87.0,91.4,107.5,109.1
South Asia,SAS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,Unit (0),36,43,59,..
South Asia,SAS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Unit (0),1,1,1,..
South Asia,SAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Unit (0.0),,,,
South Asia,SAS,Forest area (sq. km),AG.LND.FRST.K2,Thousands (0.0),789.2,790.2,827.1,..
South Asia,SAS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,Unit (0.0),3.4,4.1,,4.5
South Asia,SAS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Unit (0.0),,,,51.6
South Asia,SAS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,Unit (0),72,80,89,..
South Asia,SAS,Improved sanitation facilities (% of population with access),SH.STA.ACSN,Unit (0),20,29,40,..
South Asia,SAS,Urban population growth (annual %),SP.URB.GROW,Unit (0.0),3.3,2.8,2.7,2.6
South Asia,SAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Unit (0),333,395,518,..
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Unit (0.00),0.63,0.85,1.21,..
South Asia,SAS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Unit (0),246,357,574,..
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,Billions (0.00),402.05,614.76,2041.88,2896.36
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Unit (0.0),5.4,4.1,9.1,6.8
South Asia,SAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Unit (0.0),8.6,4.1,9.2,4.4
South Asia,SAS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Unit (0),30,24,19,18
South Asia,SAS,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,Unit (0),30,30,31,28
South Asia,SAS,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,Unit (0),40,46,50,54
South Asia,SAS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Unit (0),9,14,21,18
South Asia,SAS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Unit (0),11,15,26,21
South Asia,SAS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Unit (0),27,26,37,29
South Asia,SAS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Unit (0.0),13.5,12.2,13.2,12.7
South Asia,SAS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Unit (0.0),-3.4,-4.0,-3.5,-3.9
South Asia,SAS,Time required to start a business (days),IC.REG.DURS,Unit (0),..,..,26,16
South Asia,SAS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,Unit (0.0),48.6,49.1,69.1,71.4
